,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total acidity,sulphates_squared,citric_acid_ratio,sugar_acid_diff,Quality
613,8.2,0.39,0.38,1.5,0.0579999999999999,10.0,29.0,0.9962,3.26,0.74,9.8,8.59,0.5476,0.04634146341463415,-6.699999999999999,5
615,9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,10.2,0.32489999999999997,0.052083333333333336,-7.3,5
616,9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,10.2,0.32489999999999997,0.052083333333333336,-7.3,5
617,11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,11.81,0.8649000000000001,0.044347826086956525,-9.3,6
618,11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,11.860000000000001,0.48999999999999994,0.043859649122807015,-8.7,5
619,11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,11.67,0.6400000000000001,0.03628318584070796,-9.0,5
620,8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,8.84,0.3721,0.028915662650602407,-4.9,5
621,8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,8.76,0.3844,0.028048780487804882,-4.799999999999999,5
622,10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,10.58,0.30250000000000005,0.022,-8.1,5
623,7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,12.1,8.41,0.9216,0.03164556962025316,-5.0,6
624,6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,7.49,0.5184,0.0,-1.2000000000000002,5
625,6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,7.49,0.5184,0.0,-1.2000000000000002,5
626,8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,9.4,0.24009999999999998,0.03295454545454545,-6.6000000000000005,5
627,8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,9.4,0.24009999999999998,0.03295454545454545,-6.6000000000000005,5
628,8.7,0.54,0.26,2.5,0.0969999999999999,7.0,31.0,0.9976,3.27,0.6,9.3,9.239999999999998,0.36,0.02988505747126437,-6.199999999999999,6
629,7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,8.285,0.3721,0.030263157894736846,-5.3,5
630,8.7,0.54,0.26,2.5,0.0969999999999999,7.0,31.0,0.9976,3.27,0.6,9.3,9.239999999999998,0.36,0.02988505747126437,-6.199999999999999,6
631,10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,10.68,0.39690000000000003,0.051923076923076926,-7.7,5
632,7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,8.01,0.32489999999999997,0.01842105263157895,-4.6,6
633,10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,11.035,0.4096,0.021782178217821784,-6.699999999999999,4
634,7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,8.25,0.3364,0.026582278481012658,-6.0,5
635,8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,9.54,0.30250000000000005,0.0,-7.299999999999999,5
637,9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,10.385,0.28090000000000004,0.028421052631578948,-7.2,5
638,7.7,0.915,0.12,2.2,0.143,7.0,23.0,0.9964,3.35,0.65,10.2,8.615,0.42250000000000004,0.015584415584415583,-5.5,7
640,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,10.440000000000001,0.3844,0.045454545454545456,-7.6000000000000005,5
641,9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,10.09,0.39690000000000003,0.04631578947368421,-7.2,5
642,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,10.440000000000001,0.3844,0.045454545454545456,-7.6000000000000005,5
643,9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,10.09,0.39690000000000003,0.04631578947368421,-7.2,5
644,9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,10.440000000000001,0.3844,0.045454545454545456,-7.6000000000000005,5
645,7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,8.44,0.4760999999999999,0.012820512820512822,-1.7999999999999998,7
646,7.3,0.67,0.05,3.6,0.107,6.0,20.0,0.9972,3.4,0.63,10.1,7.97,0.39690000000000003,0.006849315068493151,-3.6999999999999997,5
647,8.3,0.845,0.01,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,9.145000000000001,0.3364,0.0012048192771084336,-6.1000000000000005,4
648,8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,9.18,0.4489000000000001,0.034482758620689655,-5.8999999999999995,7
650,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,11.129999999999999,0.25,0.03644859813084113,-8.5,5
653,9.4,0.33,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,9.73,0.2916,0.0627659574468085,-6.6000000000000005,6
654,8.6,0.47,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.46,9.5,9.07,0.2116,0.05465116279069767,-6.199999999999999,5
655,9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,10.25,0.3721,0.017525773195876292,-6.799999999999999,5
656,10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,11.129999999999999,0.25,0.03644859813084113,-8.5,5
657,12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,12.5,0.4624000000000001,0.049166666666666664,-10.6,7
658,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,7.720000000000001,0.6561000000000001,0.009722222222222222,-5.800000000000001,6
659,7.1,0.84,0.02,4.4,0.096,5.0,13.0,0.997,3.41,0.57,11.0,7.9399999999999995,0.32489999999999997,0.0028169014084507044,-2.6999999999999993,4
660,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,7.720000000000001,0.6561000000000001,0.009722222222222222,-5.800000000000001,6
661,7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,7.92,0.4096,0.04133333333333333,-5.9,5
662,7.2,0.57,0.06,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,7.7700000000000005,0.48999999999999994,0.008333333333333333,-5.6,6
663,10.1,0.28,0.46,1.8,0.05,5.0,13.0,0.9974,3.04,0.79,10.2,10.379999999999999,0.6241000000000001,0.04554455445544555,-8.299999999999999,6
664,12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,12.5,0.43560000000000004,0.04297520661157025,-10.1,5
665,9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,9.99,0.31360000000000005,0.014893617021276596,-7.4,5
666,8.3,0.49,0.36,1.8,0.222,6.0,16.0,0.998,3.18,0.6,9.5,8.790000000000001,0.36,0.04337349397590361,-6.500000000000001,6
667,11.3,0.34,0.45,2.0,0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,11.64,0.43560000000000004,0.03982300884955752,-9.3,6
668,10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,10.73,0.32489999999999997,0.043,-7.7,5
669,11.3,0.34,0.45,2.0,0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,11.64,0.43560000000000004,0.03982300884955752,-9.3,6
670,6.9,0.4,0.24,2.5,0.083,30.0,45.0,0.9959,3.26,0.58,10.0,7.300000000000001,0.3364,0.03478260869565217,-4.4,5
671,8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,8.93,0.27040000000000003,0.025609756097560978,-6.499999999999999,5
673,8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,8.93,0.27040000000000003,0.025609756097560978,-6.499999999999999,5
674,10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,11.200000000000001,0.4489000000000001,0.037962962962962955,-8.600000000000001,6
675,9.3,0.41,0.39,2.2,0.064,12.0,31.0,0.9984,3.26,0.65,10.2,9.71,0.42250000000000004,0.04193548387096774,-7.1000000000000005,5
676,10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,11.200000000000001,0.4489000000000001,0.037962962962962955,-8.600000000000001,6
677,8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,9.4,0.2304,0.012790697674418604,-6.3,5
678,8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,9.08,0.28090000000000004,0.012048192771084336,-5.700000000000001,5
679,10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,11.06,0.2916,0.041666666666666664,-7.500000000000001,5
680,13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.0004,3.06,0.49,9.0,13.73,0.24009999999999998,0.04360902255639097,-11.4,5
681,8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,8.45,0.24009999999999998,0.02875,-5.8,6
682,8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,8.96,0.2916,0.036470588235294116,-6.25,5
683,8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,8.879999999999999,0.31360000000000005,0.028395061728395066,-5.5,5
685,8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,8.879999999999999,0.31360000000000005,0.028395061728395066,-5.5,5
686,7.1,0.65,0.18,1.8,0.07,13.0,40.0,0.997,3.44,0.6,9.1,7.75,0.36,0.02535211267605634,-5.3,5
687,9.1,0.64,0.23,3.1,0.095,13.0,38.0,0.9998,3.28,0.59,9.7,9.74,0.34809999999999997,0.025274725274725275,-6.0,5
688,7.7,0.66,0.04,1.6,0.039,4.0,9.0,0.9962,3.4,0.47,9.4,8.36,0.22089999999999999,0.005194805194805195,-6.1,5
689,8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,8.48,1.1025,0.05925925925925926,-6.3,5
691,9.2,0.92,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,10.12,0.2916,0.026086956521739132,-6.6,5
693,9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,9.48,0.3844,0.035555555555555556,-6.2,5
694,9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,9.47,0.3721,0.034444444444444444,-6.3,5
696,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,7.65,0.4489000000000001,0.002857142857142857,-4.9,6
697,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,7.65,0.4489000000000001,0.002857142857142857,-4.9,6
698,9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,10.015,0.28090000000000004,0.029787234042553193,-6.2,5
699,11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,12.180000000000001,0.3844,0.046610169491525424,-9.700000000000001,6
700,10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,11.62,0.32489999999999997,0.040566037735849055,-7.699999999999999,6
701,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,7.65,0.4489000000000001,0.002857142857142857,-4.9,6
702,7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,7.64,0.4489000000000001,0.002857142857142857,-4.9,6
703,7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,7.88,0.48999999999999994,0.064,-4.9,4
704,9.1,0.765,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,9.865,0.2916,0.004395604395604396,-7.5,4
705,8.4,1.035,0.15,6.0,0.073,11.0,54.0,0.999,3.37,0.49,9.9,9.435,0.24009999999999998,0.017857142857142856,-2.4000000000000004,5
706,7.0,0.78,0.08,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,7.78,0.22089999999999999,0.011428571428571429,-5.0,5
707,7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,7.890000000000001,0.2601,0.025675675675675674,-4.4,5
708,7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,8.345,0.3721,0.015384615384615384,-5.3,6
709,9.7,0.31,0.47,1.6,0.062,13.0,33.0,0.9983,3.27,0.66,10.0,10.01,0.43560000000000004,0.04845360824742268,-8.1,6
710,10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,11.625,0.32489999999999997,0.040566037735849055,-7.8,5
711,8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,9.465,0.3721,0.038202247191011236,-5.9,5
712,8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,9.389999999999999,0.2025,0.0,-5.499999999999999,5
713,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,8.43,0.2116,0.045,-5.7,5
714,9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,10.64,0.2601,0.028282828282828285,-7.300000000000001,5
715,7.2,0.49,0.18,2.7,0.069,13.0,34.0,0.9967,3.29,0.48,9.2,7.69,0.2304,0.024999999999999998,-4.5,6
716,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,8.43,0.2116,0.045,-5.7,5
717,7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,8.06,0.32489999999999997,0.014473684210526316,-5.0,5
718,8.4,0.56,0.04,2.0,0.0819999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,8.96,0.1936,0.0047619047619047615,-6.4,5
719,7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,7.76,0.2916,0.0,-3.1999999999999997,5
720,8.4,0.56,0.04,2.0,0.0819999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,8.96,0.1936,0.0047619047619047615,-6.4,5
721,8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,9.38,0.28090000000000004,0.026966292134831458,-6.050000000000001,5
722,7.6,0.42,0.08,2.7,0.084,15.0,48.0,0.9968,3.21,0.59,10.0,8.02,0.34809999999999997,0.010526315789473686,-4.8999999999999995,5
725,9.0,0.66,0.17,3.0,0.077,5.0,13.0,0.9976,3.29,0.55,10.4,9.66,0.30250000000000005,0.01888888888888889,-6.0,5
726,8.1,0.72,0.09,2.8,0.084,18.0,49.0,0.9994,3.43,0.72,11.1,8.82,0.5184,0.011111111111111112,-5.3,6
727,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,6.970000000000001,0.4624000000000001,0.0031249999999999997,-4.6000000000000005,5
728,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,6.970000000000001,0.4624000000000001,0.0031249999999999997,-4.6000000000000005,5
729,6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,7.265000000000001,0.24009999999999998,0.0046875,-3.2,6
731,8.9,0.875,0.13,3.45,0.088,4.0,14.0,0.9994,3.44,0.52,11.5,9.775,0.27040000000000003,0.014606741573033709,-5.45,5
732,7.3,0.835,0.03,2.1,0.092,10.0,19.0,0.9966,3.39,0.47,9.6,8.135,0.22089999999999999,0.00410958904109589,-5.199999999999999,5
733,7.0,0.45,0.34,2.7,0.0819999999999999,16.0,72.0,0.998,3.55,0.6,9.5,7.45,0.36,0.04857142857142858,-4.3,5
734,7.7,0.56,0.2,2.0,0.075,9.0,39.0,0.9987,3.48,0.62,9.3,8.26,0.3844,0.025974025974025976,-5.7,5
735,7.7,0.965,0.1,2.1,0.1119999999999999,11.0,22.0,0.9963,3.26,0.5,9.5,8.665000000000001,0.25,0.012987012987012988,-5.6,5
736,7.7,0.965,0.1,2.1,0.1119999999999999,11.0,22.0,0.9963,3.26,0.5,9.5,8.665000000000001,0.25,0.012987012987012988,-5.6,5
737,8.2,0.59,0.0,2.5,0.093,19.0,58.0,1.0002,3.5,0.65,9.3,8.79,0.42250000000000004,0.0,-5.699999999999999,6
738,9.0,0.46,0.23,2.8,0.092,28.0,104.0,0.9983,3.1,0.56,9.2,9.46,0.31360000000000005,0.025555555555555557,-6.2,5
739,9.0,0.69,0.0,2.4,0.088,19.0,38.0,0.999,3.35,0.6,9.3,9.69,0.36,0.0,-6.6,5
740,8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,9.06,0.4624000000000001,0.034939759036144574,-4.1000000000000005,6
741,9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.99788,3.21,0.57,9.5,9.729999999999999,0.32489999999999997,0.026086956521739132,-6.6,5
742,6.5,0.615,0.0,1.9,0.065,9.0,18.0,0.9972,3.46,0.65,9.2,7.115,0.42250000000000004,0.0,-4.6,5
743,11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,10.0,12.01,0.28090000000000004,0.049999999999999996,-8.8,5
744,11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,11.49,0.2601,0.04864864864864865,-8.399999999999999,5
745,7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,7.81,0.5328999999999999,0.024657534246575342,-5.199999999999999,6
746,8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,8.54,0.22089999999999999,0.04634146341463415,-5.699999999999999,6
747,8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.99782,3.3,0.48,9.4,8.93,0.2304,0.04651162790697675,-6.0,5
748,7.2,0.5,0.18,2.1,0.071,12.0,31.0,0.99761,3.52,0.72,9.6,7.7,0.5184,0.024999999999999998,-5.1,6
749,7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,7.81,0.5328999999999999,0.024657534246575342,-5.199999999999999,6
750,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,8.950000000000001,0.30250000000000005,0.012048192771084336,-5.4,5
751,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,8.950000000000001,0.30250000000000005,0.012048192771084336,-5.4,5
752,7.6,0.54,0.13,2.5,0.0969999999999999,24.0,66.0,0.99785,3.39,0.61,9.4,8.14,0.3721,0.017105263157894738,-5.1,5
753,8.3,0.65,0.1,2.9,0.089,17.0,40.0,0.99803,3.29,0.55,9.5,8.950000000000001,0.30250000000000005,0.012048192771084336,-5.4,5
755,7.8,0.91,0.07,1.9,0.0579999999999999,22.0,47.0,0.99525,3.51,0.43,10.7,8.709999999999999,0.18489999999999998,0.008974358974358975,-5.9,6
756,6.3,0.98,0.01,2.0,0.057,15.0,33.0,0.99488,3.6,0.46,11.2,7.279999999999999,0.2116,0.0015873015873015873,-4.3,6
757,8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,8.969999999999999,0.25,0.0,-5.8999999999999995,5
758,8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,8.969999999999999,0.25,0.0,-5.8999999999999995,5
759,8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,9.22,0.27040000000000003,0.02386363636363636,-6.300000000000001,5
760,9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.99779,3.23,0.57,9.7,9.58,0.32489999999999997,0.027777777777777776,-6.2,5
761,9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,9.955,0.17639999999999997,0.027956989247311825,-7.300000000000001,5
762,8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,10.0,9.5,0.28090000000000004,0.0,-7.1000000000000005,6
763,9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.99738,3.25,0.42,9.6,9.955,0.17639999999999997,0.027956989247311825,-7.300000000000001,5
764,9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,9.78,0.30250000000000005,0.012087912087912088,-6.3,6
765,9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,9.87,0.2916,0.010869565217391306,-6.199999999999999,6
766,8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.99738,3.14,0.54,9.4,9.39,0.2916,0.02045454545454545,-5.9,5
767,7.5,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,3.45,0.62,9.5,8.1,0.3844,0.042666666666666665,-4.8,5
768,7.1,0.59,0.02,2.3,0.0819999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,7.6899999999999995,0.28090000000000004,0.0028169014084507044,-4.8,6
769,7.9,0.72,0.01,1.9,0.076,7.0,32.0,0.99668,3.39,0.54,9.6,8.620000000000001,0.2916,0.0012658227848101266,-6.0,5
770,7.1,0.59,0.02,2.3,0.0819999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,7.6899999999999995,0.28090000000000004,0.0028169014084507044,-4.8,6
771,9.4,0.685,0.26,2.4,0.0819999999999999,23.0,143.0,0.9978,3.28,0.55,9.4,10.085,0.30250000000000005,0.027659574468085105,-7.0,5
772,9.5,0.57,0.27,2.3,0.0819999999999999,23.0,144.0,0.99782,3.27,0.55,9.4,10.07,0.30250000000000005,0.028421052631578948,-7.2,5
773,7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,9.5,8.3,0.8464,0.036708860759493665,-6.1000000000000005,6
774,7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.99727,3.31,0.91,9.5,8.3,0.8281000000000001,0.03797468354430379,-6.1000000000000005,6
775,7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0,8.2,0.2116,0.0,-4.2,5
778,8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,8.73,0.3721,0.03614457831325301,-4.9,5
779,7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,7.619999999999999,0.36,0.004225352112676057,-4.5,5
780,7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,7.57,0.36,0.0,-5.0,6
781,6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,6.96,0.42250000000000004,0.02153846153846154,-4.1,5
782,9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,3.36,0.53,10.0,9.82,0.28090000000000004,0.005555555555555556,-6.6,5
783,6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,6.96,0.42250000000000004,0.02153846153846154,-4.1,5
784,7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,7.6899999999999995,0.34809999999999997,0.0014084507042253522,-4.6,5
785,9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,10.25,0.25,0.04141414141414141,-7.6000000000000005,5
786,9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,10.25,0.25,0.04141414141414141,-7.6000000000000005,5
787,10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,10.56,0.31360000000000005,0.024,-7.8,6
788,10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,10.56,0.31360000000000005,0.024,-7.8,6
789,8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,9.23,0.27040000000000003,0.01976744186046512,-5.699999999999999,5
790,7.4,0.37,0.43,2.6,0.0819999999999999,18.0,82.0,0.99708,3.33,0.68,9.7,7.7700000000000005,0.4624000000000001,0.058108108108108104,-4.800000000000001,6
791,8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,9.440000000000001,0.2916,0.019318181818181818,-5.9,5
792,7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,7.71,0.36,0.0028169014084507044,-4.6,6
793,7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,8.3,0.31360000000000005,0.0,-5.1,5
794,10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,10.37,0.28090000000000004,0.05346534653465347,-7.8,6
796,8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,9.16,0.5476,0.035632183908045977,-6.199999999999999,5
797,9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,9.67,0.6561000000000001,0.047311827956989246,-7.700000000000001,7
798,9.4,0.5,0.34,3.6,0.0819999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,9.9,0.27040000000000003,0.03617021276595745,-5.800000000000001,6
799,9.4,0.5,0.34,3.6,0.0819999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,9.9,0.27040000000000003,0.03617021276595745,-5.800000000000001,6
800,7.2,0.61,0.08,4.0,0.0819999999999999,26.0,108.0,0.99641,3.25,0.51,9.4,7.8100000000000005,0.2601,0.011111111111111112,-3.2,5
801,8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,9.15,0.1936,0.010465116279069767,-5.3,5
802,5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,5.685,0.8835999999999999,0.0,-3.3999999999999995,7
803,7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,8.26,0.43560000000000004,0.01038961038961039,-5.2,6
804,8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,8.92,0.32489999999999997,0.02619047619047619,-5.7,6
805,8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,8.479999999999999,0.48999999999999994,0.04878048780487806,-5.799999999999999,7
806,8.4,0.25,0.39,2.0,0.0409999999999999,4.0,10.0,0.99386,3.27,0.71,12.5,8.65,0.5041,0.04642857142857143,-6.4,7
807,8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,8.479999999999999,0.48999999999999994,0.04878048780487806,-5.799999999999999,7
808,7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,7.930000000000001,0.7395999999999999,0.016216216216216214,-5.5,5
809,7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,8.08,0.30250000000000005,0.04078947368421053,-4.8,6
810,7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,7.79,0.22089999999999999,0.013698630136986302,-4.699999999999999,5
